Year,NTDID,Agency,Mode,TOS,City,State,UZA Number,UZA Name,Reporter Type,Directional Route Miles,Transit Way Miles,Unlinked Passenger Trips,Passenger Miles Traveled,Vehicle & Pass. Car Revenue Miles,Train Revenue Miles,Vehicle Revenue Hours,Vehicle Operated in Maximum Service,    with Motor Vehicle,    with Person,    with Fixed Object,    with Rail Vehicle,    with Bus Vehicle,    with Other,    Collision Total,    Derailment Total,    Fire Total,Security Total,    NOC Total,    Event Total,    Passenger,People waiting or leaving,    Operator,    Employee,    Total Employee,    Other Worker,    Bicyclist,    Ped In Crossing,    Ped Not In Crossing,    Ped Crossing Tracks,    Ped Walking Along Tracks,    Other Vehicle Occupant,    Other,    Trespasser,    Suicide,    Total Other,    Total Fatalities,    Passenger,People waiting or leaving,    Operator,    Employee,    Total Employee,    Other Worker,    Bicyclist,    Ped In Crossing,    Ped Not In Crossing,    Ped Crossing Tracks,    Ped Walking Along Tracks,    Other Vehicle Occupant,    Other,    Trespasser,    Suicide,    Total Other,    Total Injuries
2012,50066,Chicago Transit Authority,HR,DO,Chicago,IL,3,"Chicago, IL-IN",Full Reporter: Operating,207.8,287.8,231154339,1541186268,65222890,11062196,3575439,1070,2,7,0,3,0,0,12,3,108,99,417,639,0,5,0,0,0,0,0,0,0,0,1,0,1,,5,7,12,90,366,12,10,22,0,1,0,1,0,0,5,43,,3,53,531
2012,90003,San Francisco Bay Area Rapid Transit District,HR,DO,Oakland,CA,13,"San Francisco-Oakland, CA",Full Reporter: Operating,209.0,267.6,118674764,1545717976,63439052,8725551,1813621,534,0,3,0,0,0,0,3,3,3,39,563,611,0,2,0,0,0,0,0,0,1,0,0,0,0,,4,5,7,103,484,1,1,2,0,0,0,0,0,0,2,8,,1,11,600
2012,90154,Los Angeles County Metropolitan Transportation Authority dba: Metro,HR,DO,Los Angeles,CA,2,"Los Angeles-Long Beach-Santa Ana, CA",Full Reporter: Operating,31.9,34.1,47735749,231683864,6156263,1450314,268801,70,0,0,0,0,0,0,0,0,0,8,61,69,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,2,63,2,2,4,0,0,0,0,0,0,0,1,,0,1,70
2011,10003,Massachusetts Bay Transportation Authority,HR,DO,Boston,MA,10,"Boston, MA-NH-RI",Full Reporter: Operating,76.3,108.0,154048373,561985312,23385585,3897598,1424809,342,0,2,0,0,0,0,2,1,96,5,201,305,0,1,0,0,0,0,0,0,0,0,0,0,1,,1,2,3,6,194,0,2,2,0,0,0,0,0,0,0,4,,0,4,206
2011,20008,MTA New York City Transit,HR,DO,New York,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,487.5,829.9,2497626015,10316671949,342637902,37631084,18859006,5240,0,88,0,0,0,1,89,3,1037,213,4564,5906,1,5,0,0,0,0,0,0,0,1,3,0,18,,25,47,53,83,4758,14,10,24,29,0,0,0,1,2,0,40,,14,57,4951
2011,20075,Port Authority Transit Corporation,HR,DO,Lindenwold,NJ,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,31.5,38.4,10506369,93200919,4286012,991834,147794,84,0,0,0,0,0,0,0,0,8,0,70,78,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,46,0,1,1,0,0,0,0,0,0,0,14,,0,14,73
2011,20099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,28.6,31.7,7585781,44177066,2428235,607058,118407,46,0,1,0,0,0,0,1,0,0,5,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,2,,1,3,24
2011,30019,Southeastern Pennsylvania Transportation Authority,HR,DO,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,74.9,99.8,101032347,447791405,17170767,3303028,880968,285,2,2,0,0,0,0,4,0,2,60,25,91,0,0,0,0,0,0,0,0,0,0,0,0,1,,3,4,4,50,54,0,4,4,0,0,0,0,0,0,0,3,,0,3,111
2011,30030,Washington Metropolitan Area Transit Authority,HR,DO,Washington,DC,8,"Washington, DC-VA-MD",Full Reporter: Operating,211.8,269.8,286620549,1624750032,67234252,10673045,2731796,860,0,7,1,0,0,1,9,1,28,82,322,442,0,1,0,0,0,0,0,0,0,0,0,0,1,,7,8,9,14,320,4,26,30,0,0,0,0,0,0,0,16,,2,18,382
2011,30034,Maryland Transit Administration,HR,DO,Baltimore,MD,19,"Baltimore, MD",Full Reporter: Operating,29.4,34.0,14002609,67463024,4706797,1102253,193076,54,0,0,0,0,0,0,0,1,1,5,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,3,25,0,2,2,0,0,0,0,0,0,0,1,,0,1,31
2011,30080,Arlington Transit - Arlington County,HR,PT,Arlington,VA,8,"Washington, DC-VA-MD",Full Reporter: Operating,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2011,40022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Atlanta,GA,11,"Atlanta, GA",Full Reporter: Operating,96.1,103.7,76228482,487589185,18564265,3269163,705069,188,0,1,0,0,0,0,1,2,2,19,179,203,0,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,4,19,160,0,7,7,0,0,0,0,0,0,0,9,,1,10,196
2011,40034,Miami-Dade Transit,HR,DO,Miami,FL,5,"Miami, FL",Full Reporter: Operating,45.0,55.9,18134784,137011934,6366821,1178487,294533,84,0,0,0,0,0,0,0,0,4,2,47,53,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,2,7,38,0,0,0,0,0,0,0,0,0,0,0,,0,0,45
2011,40094,Alternativa de Transporte Integrado -ATI,HR,PT,San Juan,PR,500,"San Juan, PR",Full Reporter: Operating,20.6,25.5,10554509,51288211,1923616,598190,103284,32,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,,0,0,27
2011,50015,The Greater Cleveland Regional Transit Authority,HR,DO,Cleveland,OH,25,"Cleveland, OH",Full Reporter: Operating,38.1,41.9,5687891,39448214,1766922,938103,88829,18,0,1,0,0,0,0,1,0,2,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,1,12,1,0,1,0,0,0,0,0,0,0,1,,0,1,15
2011,50066,Chicago Transit Authority,HR,DO,Chicago,IL,3,"Chicago, IL-IN",Full Reporter: Operating,207.8,287.8,221587192,1408768355,64340151,11038342,3504281,972,2,5,0,0,0,0,7,1,90,58,405,561,0,2,0,0,0,0,0,0,0,0,0,0,0,,9,9,11,45,319,2,19,21,0,0,0,0,0,1,4,64,,3,72,457
2011,90003,San Francisco Bay Area Rapid Transit District,HR,DO,Oakland,CA,13,"San Francisco-Oakland, CA",Full Reporter: Operating,209.0,267.6,111099037,1442860793,63347043,8812902,1774548,534,0,3,0,0,0,0,3,2,1,7,542,555,0,1,0,0,0,0,0,0,0,0,2,0,0,,1,3,4,97,444,0,0,0,0,0,0,0,0,0,0,12,,0,12,553
2011,90154,Los Angeles County Metropolitan Transportation Authority dba: Metro,HR,DO,Los Angeles,CA,2,"Los Angeles-Long Beach-Santa Ana, CA",Full Reporter: Operating,31.9,34.1,46453727,226973533,5907851,1337287,258551,70,0,0,0,0,0,0,0,0,0,14,56,70,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,7,62,1,1,2,0,0,0,0,0,0,0,0,,0,0,71
2010,10003,Massachusetts Bay Transportation Authority,HR,DO,Boston,MA,10,"Boston, MA-NH-RI",Full Reporter: Operating,76.3,108.0,139039529,482503335,23141968,3856995,1343063,342,0,0,0,1,0,1,2,1,74,7,214,298,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,4,17,198,4,3,7,0,0,0,0,0,0,0,11,,2,13,235
2010,20008,MTA New York City Transit,HR,DO,New York,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,487.5,829.9,2439158966,9709823226,350229549,38471770,19224269,5354,0,70,0,0,0,1,71,0,1101,172,4814,6158,3,6,0,1,1,0,0,0,0,0,6,0,11,,28,45,55,1740,3291,8,10,18,24,0,0,0,0,1,0,38,,24,63,5136
2010,20075,Port Authority Transit Corporation,HR,DO,Lindenwold,NJ,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,31.5,38.4,10108981,89769925,4383394,988598,141075,84,0,0,0,0,0,0,0,0,8,0,41,49,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,26,0,0,0,0,0,0,0,0,0,0,7,,0,7,39
2010,20099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,28.6,32.7,7635882,45078273,2324813,605182,109479,46,0,1,0,0,0,0,1,0,0,1,24,26,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,2,23,0,0,0,0,0,0,0,0,0,0,0,,0,0,25
2010,30019,Southeastern Pennsylvania Transportation Authority,HR,DO,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,74.9,99.8,95229240,422123654,16846863,3251689,864344,284,0,3,1,0,0,0,4,0,2,18,145,169,0,3,0,0,0,0,0,0,0,0,0,0,0,,2,2,5,6,113,3,2,5,0,0,0,0,0,0,0,38,,2,40,164
2010,30030,Washington Metropolitan Area Transit Authority,HR,DO,Washington,DC,8,"Washington, DC-VA-MD",Full Reporter: Operating,211.8,269.8,287304340,1635967269,66699259,10771300,2653498,850,0,1,1,0,0,0,2,1,14,54,305,376,0,2,0,2,2,0,0,0,1,0,0,0,0,,7,8,12,32,265,4,16,20,0,0,0,0,0,0,0,17,,2,19,336
2010,30034,Maryland Transit Administration,HR,DO,Baltimore,MD,19,"Baltimore, MD",Full Reporter: Operating,29.4,34.0,13363903,57275511,4480709,1048406,183616,54,0,1,0,0,0,0,1,0,1,3,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,,0,0,28
2010,30080,Arlington Transit - Arlington County,HR,PT,Arlington,VA,8,"Washington, DC-VA-MD",,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2010,40022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Atlanta,GA,11,"Atlanta, GA",Full Reporter: Operating,96.1,103.7,77732006,493205583,22060898,3926834,829323,188,0,2,0,0,0,1,3,0,6,22,223,254,0,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,3,21,201,1,11,12,0,0,0,0,0,0,1,5,,3,9,243
2010,40034,Miami-Dade Transit,HR,DO,Miami,FL,5,"Miami, FL",Full Reporter: Operating,45.0,55.9,17371553,128388247,6709459,1226796,295254,84,0,0,0,0,0,0,0,0,6,2,109,117,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,10,93,0,1,1,0,0,0,0,0,0,0,5,,0,5,109
2010,40094,Alternativa de Transporte Integrado -ATI,HR,PT,San Juan,PR,500,"San Juan, PR",Full Reporter: Operating,20.6,25.5,9139091,45982041,2614404,689159,142264,40,0,0,0,0,0,0,0,0,0,0,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,57,230,0,0,0,0,0,0,0,0,0,0,0,,0,0,287
2010,50015,The Greater Cleveland Regional Transit Authority,HR,DO,Cleveland,OH,25,"Cleveland, OH",Full Reporter: Operating,38.1,41.9,3657501,25889384,1518079,953985,65495,22,0,1,0,0,0,0,1,0,2,3,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,29,18,2,0,2,0,0,0,0,0,0,0,0,,0,0,49
2010,50066,Chicago Transit Authority,HR,DO,Chicago,IL,3,"Chicago, IL-IN",Full Reporter: Operating,207.8,287.8,210849074,1296492619,65033869,11216719,3479766,980,2,7,0,1,0,1,11,2,99,39,297,448,1,3,0,0,0,0,0,0,0,0,0,0,0,,6,6,10,41,242,5,9,14,0,1,0,0,0,0,2,48,,5,56,353
2010,90003,San Francisco Bay Area Rapid Transit District,HR,DO,Oakland,CA,13,"San Francisco-Oakland, CA",Full Reporter: Operating,209.0,267.6,108297950,1390909655,63237523,8954272,1780165,534,0,2,0,0,0,1,3,1,3,1,475,483,0,2,0,0,0,0,0,0,0,0,0,0,1,,0,1,3,45,408,0,0,0,0,0,0,0,0,0,0,22,,0,22,475
2010,90154,Los Angeles County Metropolitan Transportation Authority dba: Metro,HR,DO,Los Angeles,CA,2,"Los Angeles-Long Beach-Santa Ana, CA",Full Reporter: Operating,31.9,34.1,47905917,231935841,5885380,1337269,256558,70,0,0,0,0,0,0,0,0,0,4,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,52,0,1,1,0,0,0,0,0,0,0,26,,1,27,80
2009,10003,Massachusetts Bay Transportation Authority,HR,DO,Boston,MA,10,"Boston, MA-NH-RI",Full Reporter: Operating,76.3,108.0,148684327,568976370,22474956,3879211,1289556,334,0,4,0,0,0,0,4,1,115,4,203,327,0,1,0,0,0,0,0,0,0,0,0,0,0,,4,4,5,5,185,0,0,0,0,0,0,0,0,0,0,16,,0,16,206
2009,20008,MTA New York City Transit,HR,DO,New York,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,493.8,829.9,2358313445,9972779221,352524575,39031295,19320766,5388,0,64,0,0,0,0,64,2,1079,66,5040,6251,2,5,0,0,0,0,0,0,0,0,0,0,18,,32,50,57,20,5138,12,9,21,0,0,0,0,0,0,0,39,,11,50,5229
2009,20075,Port Authority Transit Corporation,HR,DO,Lindenwold,NJ,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,31.5,38.4,10022056,90016395,4432520,1012986,142656,84,0,0,0,0,0,1,1,0,5,1,81,88,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,24,3,3,6,0,0,0,0,0,0,0,46,,0,46,81
2009,20099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,28.6,32.7,7218046,42611587,2336835,612271,110128,46,0,1,0,0,0,0,1,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,,0,0,21
2009,30019,Southeastern Pennsylvania Transportation Authority,HR,DO,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,74.9,99.8,95110125,422987522,16887281,3247667,866955,278,0,3,0,0,0,2,5,0,0,8,96,109,0,1,0,0,0,0,0,0,0,0,0,0,2,,3,5,6,13,64,7,1,8,0,0,0,0,0,0,0,11,,1,12,97
2009,30030,Washington Metropolitan Area Transit Authority,HR,DO,Washington,DC,8,"Washington, DC-VA-MD",Full Reporter: Operating,211.8,269.8,296857158,1667899731,71803305,12044635,2823870,850,1,2,0,3,0,0,6,1,2,23,201,233,8,1,1,2,3,0,0,0,0,0,0,0,0,,12,12,24,64,163,5,12,17,0,0,0,0,0,0,0,11,,1,12,256
2009,30034,Maryland Transit Administration,HR,DO,Baltimore,MD,19,"Baltimore, MD",Full Reporter: Operating,29.4,34.0,13522792,88046551,5285406,1107813,216112,54,0,1,0,0,0,0,1,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,7
2009,30080,Arlington Transit - Arlington County,HR,PT,Arlington,VA,8,"Washington, DC-VA-MD",,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2009,40022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Atlanta,GA,11,"Atlanta, GA",Full Reporter: Operating,96.1,103.7,83346491,527022801,24565819,4392521,921043,182,1,1,0,0,0,0,2,0,3,20,221,246,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,1,20,202,0,8,8,0,0,0,0,0,0,0,7,,4,11,241
2009,40034,Miami-Dade Transit,HR,DO,Miami,FL,5,"Miami, FL",Full Reporter: Operating,45.0,55.9,18244476,132769722,6691511,1229414,294140,84,0,0,0,0,0,0,0,1,13,4,90,108,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,13,74,0,3,3,0,0,0,0,0,0,0,2,,1,3,93
2009,40094,Alternativa de Transporte Integrado -ATI,HR,PT,San Juan,PR,500,"San Juan, PR",Full Reporter: Operating,20.6,25.5,9523736,48468089,3249457,812364,180574,40,0,0,0,0,0,0,0,0,0,0,278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,45,218,0,0,0,0,0,0,0,0,0,0,15,,0,15,278
2009,50015,The Greater Cleveland Regional Transit Authority,HR,DO,Cleveland,OH,25,"Cleveland, OH",Full Reporter: Operating,38.1,41.9,4491119,31419638,1789025,1109498,74489,22,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,,0,0,20
2009,50066,Chicago Transit Authority,HR,DO,Chicago,IL,3,"Chicago, IL-IN",Full Reporter: Operating,207.8,287.8,202569039,1201135716,68592225,12262151,3732593,1002,2,4,0,3,0,0,9,2,58,43,347,459,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,6,58,268,3,7,10,0,1,0,0,0,0,3,65,,7,76,412
2009,90003,San Francisco Bay Area Rapid Transit District,HR,DO,Oakland,CA,13,"San Francisco-Oakland, CA",Full Reporter: Operating,209.0,267.6,114654578,1442123986,67843137,9542428,1941650,534,0,1,0,1,0,2,4,1,4,3,544,556,0,1,0,0,0,0,0,0,0,0,0,0,1,,1,2,3,8,511,0,1,1,0,0,0,0,0,0,0,34,,0,34,554
2009,90154,Los Angeles County Metropolitan Transportation Authority dba: Metro,HR,DO,Los Angeles,CA,2,"Los Angeles-Long Beach-Santa Ana, CA",Full Reporter: Operating,31.9,34.1,46891008,227656592,6077656,1331725,268561,70,0,0,0,0,0,0,0,0,0,4,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,45,0,0,0,0,0,0,0,0,0,0,4,,0,4,54
2008,10003,Massachusetts Bay Transportation Authority,HR,DO,Boston,MA,10,"Boston, MA-NH-RI",Full Reporter: Operating,76.3,108.0,148625542,550155530,21919009,3904158,1208587,320,0,2,0,0,0,0,2,3,170,3,198,376,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,3,5,180,0,1,1,0,0,0,0,0,0,0,14,,0,14,200
2008,20008,MTA New York City Transit,HR,DO,New York,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,493.8,835.0,2428308510,9998114723,347416429,38760781,19032474,5288,0,27,1,1,0,2,31,2,1270,51,4858,6212,0,6,0,0,0,0,0,0,0,0,1,0,21,,19,41,47,28,4920,17,14,31,0,0,0,0,0,3,0,4,,1,8,4987
2008,20075,Port Authority Transit Corporation,HR,DO,Lindenwold,NJ,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,31.5,38.4,10337870,93480276,4236947,1037115,146102,84,0,0,0,0,0,0,0,0,2,0,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,28,2,0,2,0,0,0,0,0,0,0,7,,0,7,43
2008,20099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,28.6,32.7,7650895,45166902,2371978,613071,111826,46,0,0,1,0,0,0,1,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,,0,0,16
2008,30019,Southeastern Pennsylvania Transportation Authority,HR,DO,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,74.9,99.8,92065208,412839190,16150250,3104720,830656,278,0,0,0,0,0,0,0,0,0,7,141,148,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,15,50,6,7,13,0,0,0,0,0,0,0,74,,0,74,152
2008,30030,Washington Metropolitan Area Transit Authority,HR,DO,Washington,DC,8,"Washington, DC-VA-MD",Full Reporter: Operating,211.8,269.8,288039725,1639628551,69792997,12034450,2749921,830,0,1,0,1,0,0,2,1,26,5,314,348,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,3,3,7,254,1,17,18,0,0,0,0,0,0,0,38,,3,41,320
2008,30034,Maryland Transit Administration,HR,DO,Baltimore,MD,19,"Baltimore, MD",Full Reporter: Operating,29.4,34.0,13894282,67155166,5194022,1082243,214285,54,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,,0,1,17
2008,30080,Arlington Transit - Arlington County,HR,PT,Arlington,VA,8,"Washington, DC-VA-MD",,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2008,40022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Atlanta,GA,11,"Atlanta, GA",Full Reporter: Operating,96.1,103.7,82984033,593419360,23208017,4349928,873380,188,0,0,0,0,0,0,0,0,12,17,253,282,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,20,223,3,10,13,0,0,0,0,0,0,0,10,,4,14,270
2008,40034,Miami-Dade Transit,HR,DO,Miami,FL,5,"Miami, FL",Full Reporter: Operating,45.0,55.9,18538741,142152120,7158361,1232896,318765,98,0,0,0,0,0,0,0,0,2,5,43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,6,1,42,0,0,0,0,0,0,0,0,0,0,1,,0,1,44
2008,40094,Alternativa de Transporte Integrado -ATI,HR,PT,San Juan,PR,500,"San Juan, PR",Full Reporter: Operating,20.6,25.5,8699611,44783763,3285140,821285,201008,40,0,0,0,0,0,0,0,0,1,0,162,163,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,28,120,0,0,0,0,0,0,0,0,0,0,14,,0,14,162
2008,50015,The Greater Cleveland Regional Transit Authority,HR,DO,Cleveland,OH,25,"Cleveland, OH",Full Reporter: Operating,38.1,41.9,7639258,54293194,2046862,1173274,76627,22,0,0,0,0,0,0,0,0,2,8,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,18,0,0,0,0,0,0,0,0,0,2,4,,0,6,28
2008,50066,Chicago Transit Authority,HR,DO,Chicago,IL,3,"Chicago, IL-IN",Full Reporter: Operating,207.8,287.8,198137245,1183980861,67450040,12203687,3812993,1016,2,8,0,0,0,0,10,4,107,16,329,466,1,1,0,0,0,0,0,0,3,0,0,0,2,,6,11,13,45,268,0,4,4,0,0,0,19,1,0,2,39,,3,64,381
2008,90003,San Francisco Bay Area Rapid Transit District,HR,DO,Oakland,CA,13,"San Francisco-Oakland, CA",Full Reporter: Operating,209.0,267.6,115227684,1448529163,66988477,9034816,1940391,540,0,2,0,3,0,0,5,0,6,4,560,575,0,0,0,1,1,0,0,0,0,0,0,0,1,,3,4,5,0,523,0,0,0,0,0,0,0,0,0,0,39,,0,39,562
2008,90154,Los Angeles County Metropolitan Transportation Authority dba: Metro,HR,DO,Los Angeles,CA,2,"Los Angeles-Long Beach-Santa Ana, CA",Full Reporter: Operating,31.9,34.1,43584566,217964955,6003466,1318872,265149,70,0,0,0,0,0,0,0,0,5,3,67,75,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,2,3,58,0,0,0,0,0,0,0,0,0,0,4,,0,4,65
2007,10003,Massachusetts Bay Transportation Authority,HR,DO,Boston,MA,10,"Boston, MA-NH-RI",Full Reporter: Operating,76.3,108.0,143666785,514157854,21063667,4196612,1464328,320,0,1,0,0,0,1,2,3,183,0,219,407,0,0,,,0,0,,,,,,,0,0,0,0,0,153,61,,,0,0,,,,,,,3,5,0,8,222
2007,20008,MTA New York City Transit,HR,DO,New York,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,493.8,835.0,2390402930,9646775185,338410914,37887756,18528576,5280,0,19,0,0,0,45,64,9,1464,0,2726,4263,2,4,,,2,0,,,,,,,0,11,0,11,19,820,1934,,,29,0,,,,,,,8,0,0,8,2791
2007,20075,Port Authority Transit Corporation,HR,DO,Lindenwold,NJ,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,31.5,38.4,9406473,81896237,4159846,875952,143443,78,0,0,0,0,0,1,1,0,0,0,23,24,0,0,,,0,0,,,,,,,0,0,0,0,0,9,14,,,0,0,,,,,,,1,0,0,1,24
2007,20099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Staten Island,NY,1,"New York-Newark, NY-NJ-CT",Full Reporter: Operating,28.6,32.7,7422568,45359457,2176287,579184,103660,46,0,0,0,0,0,0,0,0,0,1,16,17,0,0,,,0,0,,,,,,,0,0,1,1,1,15,1,,,0,0,,,,,,,0,0,0,0,16
2007,30019,Southeastern Pennsylvania Transportation Authority,HR,DO,Philadelphia,PA,5,"Philadelphia, PA-NJ-DE-MD",Full Reporter: Operating,74.9,99.8,88461397,394699493,15794558,3017765,812338,278,0,1,0,0,0,7,8,0,0,0,266,274,1,0,,,0,0,,,,,,,1,2,0,3,4,100,0,,,0,22,,,,,,,150,0,0,150,272
2007,30030,Washington Metropolitan Area Transit Authority,HR,DO,Washington,DC,8,"Washington, DC-VA-MD",Full Reporter: Operating,211.8,269.8,276440693,1590316851,67029516,12619740,2636654,782,0,1,1,0,0,5,7,1,82,1,257,348,0,0,,,0,0,,,,,,,0,0,0,0,0,114,131,,,3,11,,,,,,,4,0,1,5,264
2007,30034,Maryland Transit Administration,HR,DO,Baltimore,MD,19,"Baltimore, MD",Full Reporter: Operating,29.4,34.0,13158501,65783472,4735303,975321,190559,54,0,0,0,0,0,6,6,0,0,0,10,16,0,0,,,0,0,,,,,,,0,0,0,0,0,13,0,,,0,0,,,,,,,3,0,0,3,16
2007,30080,Arlington Transit - Arlington County,HR,PT,Arlington,VA,8,"Washington, DC-VA-MD",,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,0,0,0
2007,40022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Atlanta,GA,11,"Atlanta, GA",Full Reporter: Operating,96.1,103.7,77685887,541418734,21993495,4291729,833235,182,0,0,0,0,0,0,0,0,1,3,187,191,0,0,,,0,0,,,,,,,0,0,0,0,0,25,173,,,2,1,,,,,,,0,0,2,2,203
2007,40034,Miami-Dade Transit,HR,DO,Miami,FL,5,"Miami, FL",Full Reporter: Operating,45.0,55.9,17504736,134407819,8354432,1524256,359326,98,0,0,0,0,0,0,0,0,10,2,51,63,0,0,,,0,0,,,,,,,0,0,0,0,0,43,6,,,0,0,,,,,,,3,0,1,4,53
2007,40094,Alternativa de Transporte Integrado -ATI,HR,PT,San Juan,PR,500,"San Juan, PR",Full Reporter: Operating,20.6,25.5,7822790,40612237,3262025,815506,200860,40,0,0,0,0,0,0,0,0,0,0,222,222,0,0,,,0,0,,,,,,,0,0,0,0,0,222,0,,,0,0,,,,,,,0,0,0,0,222
